cell	flows
GSM1278025_8cell_14-4_smartseq2	1.724742534621933
t	0.8623712673109664
GSM1278030_8cell_2pooled_split9a	0.4344305477582218
GSM1278012_16cell_2pooled_split8b	1.234430547758222
GSM1278013_16cell_split1a	0.04262642946268075
GSM1112538_16cell_6-8	0.5197932514570888
GSM1112519_16cell_5-13	0.3719298245614036
GSM1112576_8cell_8-2	0.2666666666666668
GSM1112575_8cell_8-1	0.1333333333333334
GSM1112577_8cell_8-3	0.3719298245614036
GSM1112676_lateblast_1-27	0.03600101477274935
GSM1112747_midblast_2-9	0.03600101477274935
GSM1112734_midblast_2-15	0.03600101477274935
GSM1112724_midblast_1-5	1.724742534621933
s	0.8623712673109664
GSM1278020_8cell_12-4_smartseq2	0.490311986863711
GSM1278032_8cell_split3a	0.28095238095238084
GSM1112529_16cell_6-10	0.1875
GSM1112746_midblast_2-8	0.4377443792766374
GSM1112714_midblast_1-17	0.5002443792766373
GSM1112506_16cell_4-11	0.31773399014778325
GSM1278010_16cell_2pooled_split6b	0.3651240169388994
GSM1112530_16cell_6-11	0.5336299592139413
GSM1112535_16cell_6-5	0.1379310344827586
GSM1112507_16cell_4-2	0.7235360727193759
GSM1112722_midblast_1-3	0.1142857142857142
GSM1112758_midblast_3-23	0.1142857142857142
GSM1112723_midblast_1-4	0.1142857142857142
GSM1112505_16cell_4-10	0.19784946236559137
GSM1278011_16cell_2pooled_split8a	0.27027027027027
GSM1112539_16cell_6-9	0.1212121212121212
GSM1112674_lateblast_1-24	0.33592880978865425
GSM1112720_midblast_1-23	0.33592880978865425
GSM1278014_16cell_split1b	0.2420691606658466
GSM1112522_16cell_5-4	0.19784946236559137
GSM1112687_lateblast_2-17	0.129032258064516
GSM1112683_lateblast_2-1	0.129032258064516
GSM1112752_midblast_3-13	0.129032258064516
GSM1112737_midblast_2-18	0.7382826164981778
GSM1112579_8cell_8-6	0.1052631578947368
GSM1112745_midblast_2-7	0.6092503584336617
GSM1112741_midblast_2-3	0.210526315789474
GSM1112665_lateblast_1-11	0.206896551724138
GSM1278009_16cell_2pooled_split6a	0.31434067042052516
GSM1112743_midblast_2-5	0.3987240426441877
GSM1112578_8cell_8-4	0.1333333333333334
GSM1112650_earlyblast_4-5	0.275862068965518
GSM1278033_8cell_split3b	0.10344827586206909
GSM1112574_8cell_5-8	0.13793103448275879
GSM1112562_8cell_2-2	0.3189383715699506
GSM1112552_4cell_4-3	0.3189383715699506
GSM1112662_late2cell_9-1	0.3189383715699506
GSM1112660_late2cell_8-1	0.3189383715699506
GSM1112702_mid2cell_6-1	0.3189383715699506
GSM1112603_early2cell_0r-1	0.1025641025641026
GSM1112606_early2cell_1-2	0.1111111111111112
GSM1112742_midblast_2-4	0.18819772685471375
GSM1112534_16cell_6-4	0.1810073370871918
GSM1112518_16cell_5-12	0.1810073370871918
GSM1112580_8cell_8-7	0.1810073370871918
GSM1112581_8cell_8-8	0.1810073370871918
GSM1112604_early2cell_0r-2	0.1052631578947368
GSM1112630_earlyblast_3-14	0.08338828946814376
