cell	flows
GSM1278015_16cell_split2a	1.7247425346219325
t	0.8623712673109662
GSM1278030_8cell_2pooled_split9a	0.43053031827401056
GSM1278012_16cell_2pooled_split8b	1.2202264976721984
GSM1278010_16cell_2pooled_split6b	0.16152219873150195
GSM1112538_16cell_6-8	0.5197932514570888
GSM1112519_16cell_5-13	0.3719298245614036
GSM1112576_8cell_8-2	0.2666666666666668
GSM1112575_8cell_8-1	0.1333333333333334
GSM1112577_8cell_8-3	0.3719298245614036
GSM1112676_lateblast_1-27	0.07201001702331215
GSM1112664_lateblast_1-10	0.7074779973188782
GSM1112681_lateblast_1-8	0.11084608071903743
GSM1112668_lateblast_1-16	1.7247425346219327
s	0.8623712673109662
GSM1278020_8cell_12-4_smartseq2	0.490311986863711
GSM1278032_8cell_split3a	0.28095238095238084
GSM1112506_16cell_4-11	0.3177339901477833
GSM1112529_16cell_6-10	0.18749999999999997
GSM1112746_midblast_2-8	0.4377443792766374
GSM1112715_midblast_1-18	0.07167295070520935
GSM1112756_midblast_3-18	0.07167295070520935
GSM1112763_midblast_3-7	0.41797933249546176
GSM1112669_lateblast_1-19	0.41797933249546176
GSM1278014_16cell_split1b	0.32717035883290213
GSM1112530_16cell_6-11	0.5336299592139413
GSM1112535_16cell_6-5	0.1379310344827586
GSM1112507_16cell_4-2	0.7235360727193759
GSM1112648_earlyblast_4-2	0.266666666666666
GSM1112719_midblast_1-22	0.35925035843366177
GSM1112691_lateblast_2-7	0.1333333333333334
GSM1278009_16cell_2pooled_split6a	0.38067419097218236
GSM1112522_16cell_5-4	0.19784946236559137
GSM1112689_lateblast_2-3	0.1212121212121212
GSM1278011_16cell_2pooled_split8a	0.27027027027027
GSM1112505_16cell_4-10	0.1978494623655914
GSM1112688_lateblast_2-2	0.10470490388820718
GSM1112692_lateblast_2-8	0.10470490388820718
GSM1112722_midblast_1-3	0.1142857142857142
GSM1112759_midblast_3-3	0.1142857142857142
GSM1112622_earlyblast_2-5	0.0930232558139534
GSM1112680_lateblast_1-7	0.0930232558139534
GSM1112687_lateblast_2-17	0.129032258064516
GSM1112690_lateblast_2-5	0.129032258064516
GSM1112693_lateblast_2-9	0.81868743047831
GSM1112745_midblast_2-7	0.25
GSM1112708_midblast_1-11	0.25
GSM1278026_8cell_2pooled_split5a	0.003900229484211204
GSM1112578_8cell_8-4	0.1333333333333334
GSM1112665_lateblast_1-11	0.38546798029556606
GSM1112747_midblast_2-9	0.428571428571428
GSM1112752_midblast_3-13	0.25
GSM1112534_16cell_6-4	0.1810073370871918
GSM1112518_16cell_5-12	0.1810073370871918
GSM1112580_8cell_8-7	0.1810073370871918
GSM1112581_8cell_8-8	0.1810073370871918
GSM1112562_8cell_2-2	0.31893837156995064
GSM1112552_4cell_4-3	0.31893837156995064
GSM1112662_late2cell_9-1	0.31893837156995064
GSM1112660_late2cell_8-1	0.31893837156995064
GSM1112702_mid2cell_6-1	0.3189383715699506
GSM1112604_early2cell_0r-2	0.1052631578947368
GSM1112650_earlyblast_4-5	0.09258369176699575
GSM1112539_16cell_6-9	0.1212121212121212
GSM1112579_8cell_8-6	0.1052631578947368
GSM1278013_16cell_split1a	0.0844897083495532
GSM1278033_8cell_split3b	0.10344827586206912
GSM1112574_8cell_5-8	0.1379310344827588
GSM1112603_early2cell_0r-1	0.1025641025641026
GSM1112606_early2cell_1-2	0.1111111111111112
