cell	flows
GSM1112695_mid2cell_0r-2	14.83279970939796
t	10.158786778120385
GSM1112696_mid2cell_3-1	0.651283083074253
GSM1112697_mid2cell_3-2	1.6066715542521979
GSM1112607_early2cell_2-1	0.731739804320449
GSM1112766_zy1	17.1989902876575
s	10.158786778120385
GSM1112704_mid2cell_7-1	5.867381509571657
GSM1112702_mid2cell_6-1	6.120560212990393
GSM1112606_early2cell_1-2	1.6613600442547793
GSM1112604_early2cell_0r-2	2.241438873017816
GSM1112603_early2cell_0r-1	2.6295124953019657
GSM1112660_late2cell_8-1	0.3189383715699506
GSM1112662_late2cell_9-1	0.31893837156995064
GSM1112551_4cell_4-2	0.1379310344827586
GSM1112562_8cell_2-2	0.31893837156995064
GSM1112573_8cell_5-7	0.3189383715699506
GSM1112569_8cell_5-2	0.3189383715699506
GSM1112535_16cell_6-5	0.1856050382366172
GSM1112507_16cell_4-2	0.3189383715699506
GSM1112768_zy3	1.1840723656513066
GSM1112552_4cell_4-3	0.18100733708719202
GSM1112505_16cell_4-10	0.1333333333333334
GSM1112700_mid2cell_5-1	0.815816828974722
GSM1112703_mid2cell_6-2	2.7674117253064603
GSM1112522_16cell_5-4	0.04767400375385862
GSM1112705_mid2cell_7-2	1.983870967741935
GSM1112769_zy4	1.4545454545454537
GSM1112608_early2cell_2-2	1.483870967741934
GSM1112609_early2cell_3-1	1.483870967741934
GSM1112610_early2cell_3-2	1.483870967741934
GSM1112605_early2cell_1-1	1.4545454545454541
GSM1112698_mid2cell_4-1	1.384550084889643
GSM1112694_mid2cell_0r-1	1.2877669124961306
GSM1112767_zy2	1.243243243243242
