cell	flows
GSM1112757_midblast_3-2	1.724742534621933
t	0.8623712673109666
GSM1112722_midblast_1-3	0.24331797235023023
GSM1112507_16cell_4-2	0.7235360727193759
GSM1112604_early2cell_0r-2	0.1052631578947368
GSM1112767_zy2	1.724742534621933
s	0.8623712673109666
GSM1112606_early2cell_1-2	0.1111111111111112
GSM1112736_midblast_2-17	0.35925035843366177
GSM1112650_earlyblast_4-5	0.3592503584336617
GSM1112603_early2cell_0r-1	0.2774448656801606
GSM1112715_midblast_1-18	0.34234964243453225
GSM1112723_midblast_1-4	0.16231334479387882
GSM1112746_midblast_2-8	0.43774437927663745
GSM1112529_16cell_6-10	0.1875
GSM1112560_8cell_1-8	0.25
GSM1112503_16cell_1-9	0.25
GSM1112581_8cell_8-8	0.3552631578947368
GSM1112562_8cell_2-2	1.4058041630519824
GSM1112542_4cell_1-4	0.11168651599315826
GSM1112662_late2cell_9-1	0.9508635661235554
GSM1112660_late2cell_8-1	0.9772327344805534
GSM1112704_mid2cell_7-1	0.5822747512872765
GSM1112754_midblast_3-15	0.1379310344827586
GSM1112758_midblast_3-23	0.1578947368421052
GSM1112539_16cell_6-9	0.1212121212121212
GSM1112495_16cell_1-15	0.1212121212121212
GSM1112574_8cell_5-8	0.2502443792766374
GSM1112552_4cell_4-3	0.633874239350913
GSM1112506_16cell_4-11	0.1290322580645162
GSM1112551_4cell_4-2	0.633874239350913
GSM1112702_mid2cell_6-1	0.8235294117647058
GSM1112708_midblast_1-11	0.25
GSM1112745_midblast_2-7	0.25
GSM1112505_16cell_4-10	0.19784946236559137
GSM1112569_8cell_5-2	0.5336299592139413
GSM1112573_8cell_5-7	0.5336299592139413
GSM1112711_midblast_1-14	0.37192982456140355
GSM1112618_earlyblast_2-2	0.37192982456140355
GSM1112624_earlyblast_2-7	0.1818181818181818
GSM1112577_8cell_8-3	0.3719298245614036
GSM1112575_8cell_8-1	0.1333333333333334
GSM1112578_8cell_8-4	0.1333333333333334
GSM1112535_16cell_6-5	0.33578049684835
GSM1112626_earlyblast_3-1	0.1901116427432218
GSM1112579_8cell_8-6	0.1052631578947368
GSM1112687_lateblast_2-17	0.129032258064516
GSM1112522_16cell_5-4	0.19784946236559137
GSM1112648_earlyblast_4-2	0.08338828946814375
